a body	en kropp
tattoo	tatuering
taught	lärt
tawdry	uttstyrd
tawny	brungul
tawny	läderfärgad
tax	beskatta
tax rate	skattesats
tax-free	skattefri
taxable	skattepliktig
taxi, taxicab	taxi
taxi-driver, cab-driver	taxichaufför
taxicab	hyrbil
taxidermist	konservator
tea	te
tea bag	tepåse
tea ball	tekula
tea-cosy	tehuv
tea-cosy	tevärmare
tea-kettle	tekittel
tea-pot	tekanna
teacart	tevagn
teach	lär ut
teach, instruct	instruera
teach, instruct	undervisa
teachability	läraktighet
teacher, schoolfellow	lärare
teachings	föreskriver
teachings	lär
teacup	tekopp
teak	teak trä
team	arbetslag
team, set, law, statute, company, gang	lag
teamwork	grupparbete
tear	tår
tear apart	riva sönder
tear to rags	trasa sönder
tease	käxa
tease, rally	retas med
teaser	svår uppgift
teasing, censorious, cavil	kitslig
teasing, vexatious, provoking, annoying	retsam
teaspoon	tesked
teat, nipple	spene
technical	tekniskt
technician	tekniker
techno	tekno
technological	teknologiska
technology	teknologi
tedious, tiresome	ledsam
teem, swarm	vimla
teen, teenager	tonåring
teens	tonår
teeth	tänder
teetotaller	nykterist
telecommunication	telekommunikation
telegram, wire	telegram
telegraph	telegraf
telephone	telefonera
telescope	teleskop
telex	telex
tell	tala om
tell lies, lie	ljuga
tell, reveal	yppa
teller	bankkassör
tells, telling	berättar
telly, tv-set	tv
temerity	dumdristighet
temper	besinning
temper, character	sinnelag
temper, humour	lynne
temper, mood, vein	humör
temperament, temper	temperament
temperance, sobriety	nykterhet
temperate	avhållsam
temperate, abstinent, moderate	måttlig
temperate, sober	nykter
temperature	temperatur
temperatures	temperaturer
tempered, temperate	tempererad
template	mall
temple	tempel
temple	tinning
temporarily, provinsional, temporary, incidental	tillfälligt
temporize	söka vinna tid
tempt	fresta
temptation	frestelse
ten	tio
tenancy	arrendetid
tend a wound	sköta ett sår
tend, trend	tendera
tendency	benägenhet
tender	mör
tender form	anbudsformulär
tender, slender	späd
tender, sore, loving	öm
tenderer	anbudsgivare
tenderly	ömt
tending (the soil), care	ans
tendril	klänge
tendrill on a flower	reva på en växt
tenement	arrendegård
tenement	hyrd bostad
tenement house	hyreshus
tenet, maxim	grundsats
tennis	tennis
tennis-court	tennisplan
tenor	tenor
tenor, tendency, course, direction	riktning
tense	tempus
tenside	tensid
tension	anspänning
tent	tält
tentative	trevande
tentatively	preliminära
tenure	besittningsrätt
tenure	ämbetstid
tergiversate	göra undanflykter
term, expression	term
term, terms, stipulation, condition	villkor
termagent	ragata
terminal	terminal
terminal, definitive	slutgiltig
termination, concluding	avslutande
terminus	ändstation
terms	ordalag
terrace	husrad
terrace	terass
terrace	terrassera
terrain	terräng
terrestrial, earthly	jordisk
terrible	förfärlig
terrible	hemska
terrible	ryskig
terrified, alarmed	förskräckt
terrify, appal, horrify, horrily	förfära
terrify, dismay	förskräcka
territory	territorium
terror	skräckvälde
terror, awe, fright, horror	skräck
terrorize	terrorisera
terse	knapphändig
test, question, quiz	förhöra
test-tube	provrör
tester	provare
testers	testare
testfile	testfil
testfiles	testfiler
testimony	vittenesbörd
testimony	vittnesbörd
testing	testa
testyfy, witness	bevittna
tether	tjuder
tether	tjudra
Teuteon	german
Teutonic	germansk
text, engross	pränta
text-book	lärobok
text-screen	textbild
text-statistics	text-statistik
textcolor	textfärg
textcontroll	textkontroll
textediting	textredigering
textexample	skolexempel
textfile	textfil
textile	textil
textile, fabric, cloth, wowen, material, stuff	tyg
textiles	textilvaror
textmessage	textmeddelande
textscroll	textrullning
textual	texttrogen
texture, consistency	konsistens
texture, structure	struktur
Thames - the	Themsen
thank you very much	tack så mycket
thankfully	tankfullt
thankfulness, gratitude	tacksamhet
thanking	tackande
thanks to	tack vare
thanks, ta, thank	tack
thanksgiving	tacksägelse
that's	som är
that's, the, it, that	det
that, like, which, who, as	som
thatch	kalufs
thatched roof	halmtak
thaw	tö
thaw	töa
thaw	töväder
the contrary, the opposite	motsatsen
the day before yesterday	förrgår
the Iron Age	järnåldern
the other day	häromdagen
the other way around	tvärom
the public	allmänheten
the same	densamme
the sooner the better	ju förr desto bättre
the Supreme Court	Högsta domstolen
the, customs, duty, toll	tull
the, Left	vänstern
the, Milky Way, milkyway	vintergatan
the, tricolour	trokoloren
theatre	operationssal
theatre, stage	teater
theirs, their	deras
them	dem
then	då
then, ago, since	sedan
theologian	teolog
theologians	teologer
theoretical, abstracts	teoretisk
theories	teorier
theory	teori
there	dit
there	där
there's	det finns
there's	där är
thereabout	däromkring
thereafter, thereafter	därefter
thereby	därigenom
thereby	därvid
thereof	därom
thereto	därtill
thereupon	därpå
thermometer	termometer
thermonuclear	termonuklear
Thermos, flask	termosflaska
thermostate	termostat
thesaurus	synonymordbok
thesaurus	uppslagsbok
these	dessa
thesis	tes
thesis, treatise	avhandling
thespian, dramatic	dramatisk
Thessalonian	thessaloniker
thews	muskler
thews	senor
thewy, muscular	muskulös
thewy, sinewy, wiry	senig
they	de här
they're	de är
they've	de har
thick, chubby, dense	tjock
thicken	avreda
thickening	tjock klump
thicket, brushwood	snår
thickness	grovlek
thickness	tjocklek
thief	tjuv
thigh, femur	lårben
thimble	fingerborg
thin, scattered, sparse	gles
thing, article	persedel
thing, object, session at court, matter	ting
think	tycka
think	tänka
thinking	tänkande
thinly	glesbygd
third	tredje
thirds	tredjedelar
thirst	törst
thirst	törsta
thirst for	törsta efter
thirsty	törstig
thirteen	tretton
thirteenth	trettonde
thirty	trettio
this	denna
this	detta
this evening, tonight	i kväll
this morning	i morse
this way	hitåt
thistle	tistel
thistle-down	tistelfjun
thong	läderrem
thong, whiplash	pisksnärt
thorax	bröstkorg
thorn, tower	torn
thorn-bush	törn-buske
thoroughbred	fullblod
thoroughbred	rasren
thoroughfare	huvudgata
those	de där
thought	tänkte
thought-change	tankeförändring
thoughtless	korttänkt
thoughtless	tanklös
thousand	tusen
thousand	tusental
thousand-year	tusenåriga
thousandth	tusende
thrall, serf	träl
thrall, serfdom, slavery, bondage	träldom
thrash	klå
thread off	avgänga
threadbare	luggsliten
threadbare	trådsliten
threadbare, banal, insipid, humdrum, corny, trite	banal
threads	trådar
threat, menace	hot
threat, menace	hotelse
threatening	hotfull
three	tre
three times	tre gånger
three-dimensional	tre-dimensionell
three-engined	tremotorig
thresh, thrash	tröska
thriller	sensationsfilm
thriller, novel	roman
thrilling	rafflande
thrills	raffel
thrive, luxuriate	frodas
throat	strupe
throat, neck	hals
throb, thrib, thud, thump	dunka
throne	tron
throng, crowd, hustle	trängas
through	igenom
through, thru, by	genom
throwaways, disposables	engångsartiklar
thrum	klinka
thrum, drum	trumma
thrush	trast
thumb	tumme
thump, bump, thud	duns
thunder	dunder
thunder	tordön
thunder	åska
thunder-clap	åskskräll
thunder-storm	åskväder
thundershower	åskskur
Thursday	torsdag
thus	således
thus	sålunda
thus, consequently	alltså
thus, consequently, because, therefore	därför
thwack	klappa till
thwart, disconcert, frustrate, cripple	omintetgöra
thyme	timjan
thyroid gland	sköldkörtel
tick	fästing
tick	ticka
tick, dot, speck	prick
ticket, lottery-ticket	lottsedel
ticket, note	biljett
tickle	kittla
tickle	kittling
ticklish	kittlig
tidal	tidvattens
tide	tidvatten
tide, flood, river	flod
tidings, news	nyheter
tidy up, tidy	städa
tidy, careful, proper, orderly, regular	ordentlig
tie, necktie	slips
tier	bänkrad
tier, bearing, strata, stock, ply, bearings, layer	lager
tier, row, line, succession, rank	rad
tight	asfull
tight	åtsittande
tight-fitting	årsittande
tightening	åtdragande
tightly, closely	tätt
tightness	åtdragning
till then	dittills
till, until	ända tills
tillage	odling
tiller	rorkult
tiller, cultivator, fancier	odlare
timber, lumber	timmer
time together	samvaro
time, moment, while	stund
time, tempo	tempo
time-able, time-table	tidtabell
time-limit	tids-begränsning
time-share apartment	andelslägenhet
time-table	kommunikationstabell
time-table, time-able, schedule	schema
timely, suitable, opportune	läglig
timer	tidrelä
times	gånger
timid, timorous, afraid, frightened, fearful, eery	rädd
timing	tidsmäta
timorous, anxious, timid, anoxious	ängslig
timothy	timoteus
tin	bleckburk
tin of herrings	sillburk
tin, preserve-tin	konservburk
tinder	fnöske
tinge	lätt färga
tinge	skiftning
tingle	pirra
tinker	fuskare
tinker	kittelflickare
tinkle	pingla
tinkle	pinglande
tinkling	plingande
tinned provisions	konserv
tint	färgton
tip	tipp
tip	tippa
tip, gratuities	drickspengar
tipping	avstjälpning
tire, get tired	tröttna
tire, weary, fatigue	trötta
tired of	led på
tired, weary	trött
tiresome	retsam (förarglig)
tiro, novice, tyro	novis
tissue	fint tyg
tissue-paper	silkespapper
tit	bröstvårta
tit-tat-toe	tripp trapp trull
titbit	läckerbit
tithe, tenth	tionde
title	titel
title, caption, headline, heading, header	rubrik
titled	rubricerad
titmouse	mes (fågel)
titrate	titrera
tits, bosom, breasts, chest, breast	bröst
titter, cackle	fnitter
titter, snigger, giggle	fnissa
titular	titulär-
tmp, temporary	temporär
to a man	mangrant
to be or not to be, be, become	bli
to death	ihjäl
to eat	att äta
to get, revenue	att få
to night	i natt
to some extent	i någon mån
to speak	att tala
to speak, slang, tube	slang
to the right, rightwards	till höger
to, split, cleft, rend	rämna
to, to, that	att
to-do, being, ado, noise, fuss	väsen
to-do, kerfuffle, ado	ståhej
toad	padda
toadflax	gulsporre
toadstool, fly agaric	flugsvamp
toady	smilfink
toast	rostat bröd
toast	skål (utbringa en -)
tob, takeoverbid	övertagandebud
tobacconist	tobakshandlare
tobacconist's	tobaksaffär
toboggan, sledge, bob-sleigh, sleigh	kälke
today	idag
toddle	tulta
toddy	palmvin
toddy	toddy
todo	att göra
toe	tå
toffee	knäck
toffee, caramel	kola
together	ihop
together with	jämte
toggle, shift, exchange, shunt, alternate, change	växla
toggling	togglande
toil in the work	slita i arbetet
toil, fag	knog
toilet, W.C., lavatory	toalett
told	berättade
told	berättat
tolerable	dräglig
tolerable	uthärdlig
tolerance	tolerans
tolerate	fördra
tolerate	tolerera
toll, knell, chime	klämta
tolling, toll, knell	klämtning
tomato	tomat
tomb	gravvalv
tomb	grift
tombola, raffle	tombola
tomboy	yrhätta
tomcat	hankatt
tome	stor bok
tome, volume, bulk	volym
tommy	engelsk soldat
tomorrow, to-morrow	imorgon
ton	ton = 1000kg
tongs, pliers, saweed, a pair of tongs	tång
tonic	tonisk
tonight	i afton
tonight	inatt
too	alltför
too, also	också
toolbox	verktygslåda
toolkit	verktygs uppsättning
toot, hoot, honk, hooter	tuta
tooth	tand
tooth-brush	tandborste
tooth-paste	tandkräm
toothache	tandvärk
top, crest	krön
top, highness, elevation, height, eminence	höjd
top-hat	cylinderhatt
top-secret	topphemlig
top-seller	topp-säljare
toper	suput
topic, stuff, material, subject, termination	ämne
topical	aktuell
topple, overthrow	störta
tops, peaks	toppar
topsy-turvy	upp och nedvänd
torch	bloss
torch	fackla
torch, flashlight	ficklampa
tore	rev sönder
tore, flung	rusade
tormentor	plågoande
torpedo	torped
torpedo	torpedera
torpid	domnad
torpid, hard, stiff, numb, prim, stark, frigid	stel
torpor, stupor, doze, coma, apathy, lethargy	dvala
torrid	förbränd
torso, body	kropp
tortoise, turtle	sköldpadda
torture	tortera
torture	tortyr
tory, conservative	konservativ
toss, heave, evict	vräka
toss-up	slantsingling
tot	parvel
touch	beröra
touch	röra vid
touch	vidröra
touch, graze	snudda vid
touching	vidrörande
touchy	lättstött
tough	besvärligseg
tounge, tongue	tunga
tour	turnera
tour	turné
touring, round-trip	rundresa
tourist	turist
tournament	turnering
tousle	rufsa till
tout	kundvärvare
tout, spy	spion
tow	bogsering
tow, tug	bogsera
towel	handduk
tower-clock	tornklocka
towering	mycket hög
town councillor	stadsfullmäktige
town hall	rådhus
town-resident	stadsbo
toxicity	giftigheten
toy	leksak
trace, mark, pock	märke
trace, retrace	spåra
trace, vestige, trail, track	spår
traced	uppspårad
tracing	uppspårande
tracking	spårande
tract, treaty	traktat
tractable	lätthanterlig
tractable (be), humbled (be )	spak (vara )
traction	dragning
tractor	traktor
trade mark, trademark	varumärke
trade union, trade-union	fackförening
trade, deal, be about, treat of, buy, act	handla
trade-in	inbyte
trade-wind	passadvind
trademark	fabriksmärke
trader	handelsfartyg
trader, business man, banian, merchant	köpman
tradesman	affärsidkare
traditionally, traditional	traditionell
traffic	trafik
tragedy	tragedi
tragic	tragisk
trailer	släpvagn
train	släp
train	träng
train, drill	exercera
train, exercise	inöva
train, practise	träna
trained	utbildad
trainer, coach	tränare
training	exercis
training	utbildning
training-school	verkstadsskola
trait of character, trait	karaktärsdrag
traitor, traiotor	förrädare
tramcar, streetcar, tram	spårvagn
tramp	landstrykare
tramp, cargo-ship	lastfartyg
trample	trampa ner
tramway	spårväg
transact	uppgöra
transaction	transaktion
transactions	förhandlingar
transactions	handlingar
transcribe	transkribera
transcript, translation	översättning
transdesert	genom öknen
transept	tvärskepp i kyrka
transfer	överlåtelse
transferable	överlåtbar
transfigure	omgestalta
transfix, pierce	genomborra
transformer	transformator
transforming	förvandlar
transfusion	blodöverföring
transfusion	transfusioner
transfusion, transmitting	överföring
transgress	överträde
transit, crossroad	genomresa
transition	övergång
transitional	övergångs-
translate	översätta
translating	översättandet
translating	översätter
translation-process	översättnings-process
translationfunction	översättningsfunktion
translationresult	översättningsresultat
translator, interpreter	översättare
translator-engine	översättnings-motor
transmission, gearbox	växellåda
transparent, translucent	genomskinlig
transpiration	utdunstning
transpire, evaporate, evaporate	avdunsta
transplant	omplantera
transplant	transplantera
transport, convey	forsla
transportation, haulage, transport	transport
transpose	transponera
transshipment	omlastning
trap, convict	fälla
trap, snare	snärja
trap-door	fallucka
trapper	pälsjägare
travail	vara i barnsnöd
travail, pull, tear	slita
travelbook	reseskildring
travelled	berest
travelled	reste
travelled, remainder, survival	rest
traveller	resenär
travelling	ambulerande
traverse	travers
trawl	trål
trawl	tråla
tray	back
treacherous	förrädisk
treacherous, recreant, faithless, jilt, perfidious	trolös
tread, move up, rise, step	stiga
tread, pedal, tread, trample	trampa
treason	högförräderi
treason, treachery	förräderi
treasure	skatta
treasure, tax	skatt
treasurer	skattmästare
treasury	finansdepartementet
treat, answer	bemöta
treat, handle	handskas med
treat, process	behandla
treat, regale, entertain	undfägna
treatment	behandling
treatment	bemötande
treble	diskant
treble	tre-
tree	träd
trefoil, clover	väppling
trek, draw, drag, haul	dra
trek, exodus, emigration	utvandring
trellis	spaljé
tremendously	oerhört
tremor	dallring
tremor	darrning
trench	skyttegrav
trench, sap	löpgrav
trenchant, powerful	kraftfull
trencher	skärbräde
trend, tendency	tendens
trendy	trendiga
trepidation, tremor	skälvning
treshhold, doorstep, threshold	tröskel
trespass	överträda
trespasses	intränger
tress, curl, ringlet, lock	hårlock
trestle	bock av trä
triad	tretal
trial, action, law suit, lawsuit	rättegång
trial, searching	rannsakning
trials	provtryck
trials	tester
triangle	triangel
tribe, stock, clan, stem	stam
tribe, trible	folkstam
tribulation	anfäktelse
tribunal, bench, delinquency, lawcourt, court	domstol
tribune, plattform	tribun
tributary	skattskyldig
tributary, affluent	biflod
tribute	tribut
